created_at,is_original_post,feed_impressions,feed_impressions_post_age_hours,word_count,hashtag_count,has_image,has_video,has_document
2026-06-06 04:09:50.658000+00:00,True,201.0,1018.788151,30,4,False,False,False
2026-06-06 04:00:42.666000+00:00,True,90.0,1018.940371,33,5,False,False,False
2026-06-06 03:50:41.956000+00:00,True,69.0,1019.107234,41,7,False,False,False
2026-06-05 19:47:18.986000+00:00,True,40.0,1027.163615,3,1,True,False,False
2026-06-05 18:48:46.392000+00:00,True,24.0,1028.139336,11,5,True,False,False
2026-06-05 02:41:12.963000+00:00,True,40.0,1044.265288,6,2,False,False,False
2026-06-05 01:57:55.007000+00:00,True,164.0,1044.986942,106,6,False,False,False
2026-06-05 01:57:03.730000+00:00,True,133.0,1045.001186,145,6,False,False,False
2026-06-04 19:32:51.512000+00:00,True,66.0,1051.40458,117,10,False,False,False
2026-06-04 15:54:00.937000+00:00,True,117.0,1055.051962,146,10,False,True,False
2026-06-03 01:09:02.655000+00:00,True,81.0,1093.801485,22,1,False,False,False
2026-06-02 20:48:42.619000+00:00,True,78.0,1098.140384,17,8,True,False,False
2026-06-02 20:34:34.964000+00:00,True,88.0,1098.375843,79,10,False,True,False
2026-06-02 03:08:40.022000+00:00,True,99.0,1115.807772,110,6,False,False,False
2026-06-01 00:04:42.564000+00:00,True,554.0,1142.873732,109,10,False,False,False
2026-05-31 22:25:52.128000+00:00,True,64.0,1144.521076,16,8,False,False,False
2026-05-31 20:52:28.967000+00:00,True,66.0,1146.077509,33,7,False,True,False
2026-05-31 02:20:30.305000+00:00,True,94.0,1164.610471,24,8,False,True,False
2026-05-31 00:35:23.826000+00:00,True,106.0,1166.362271,254,6,False,True,False
2026-05-30 21:36:30.331000+00:00,True,50.0,1169.343797,18,9,True,False,False
2026-05-29 19:33:48.083000+00:00,True,118.0,1195.388866,97,5,False,False,False
2026-05-28 21:21:46.762000+00:00,True,97.0,1217.589233,19,2,False,False,False
2026-05-28 20:58:00.102000+00:00,True,58.0,1217.985527,53,26,True,False,False
2026-05-28 19:37:53.311000+00:00,True,59.0,1219.320747,0,0,True,False,False
2026-05-28 19:22:45.533000+00:00,True,52.0,1219.572908,13,2,False,False,False
2026-05-28 18:38:21.863000+00:00,True,39.0,1220.312816,11,2,False,False,False
2026-05-28 02:03:26.710000+00:00,True,574.0,1236.894803,121,9,True,False,False
2026-05-26 00:21:08.121000+00:00,True,195.0,1286.599966,158,20,True,False,False
2026-05-25 21:51:13.125000+00:00,True,79.0,1289.098576,8,4,True,False,False
2026-05-25 21:39:35.224000+00:00,True,89.0,1289.292438,31,15,True,False,False
2026-05-25 18:46:09.974000+00:00,True,157.0,1292.182785,183,12,False,False,False
2026-05-25 15:45:23.445000+00:00,True,90.0,1295.19571,12,6,True,False,False
2026-05-25 15:34:38.372000+00:00,True,107.0,1295.374897,449,5,True,False,False
2026-05-25 02:13:32.908000+00:00,True,124.0,1308.726414,24,4,False,False,False
2026-05-25 01:55:54.217000+00:00,True,329.0,1309.020495,29,3,False,False,False
2026-05-25 01:37:51.768000+00:00,True,77.0,1309.321176,24,4,False,False,False
2026-05-24 23:15:20.961000+00:00,True,77.0,1311.6964,15,7,True,False,False
2026-05-24 22:39:40.245000+00:00,True,213.0,1312.291043,71,6,True,False,False
2026-05-24 22:23:30.402000+00:00,True,492.0,1312.560444,90,8,False,False,False
2026-05-24 18:35:09.943000+00:00,True,72.0,1316.366127,21,10,True,False,False
2026-05-24 18:28:41.675000+00:00,True,82.0,1316.473979,70,6,True,False,False
2026-05-24 00:18:36.786000+00:00,True,117.0,1334.642004,0,0,True,False,False
2026-05-23 23:08:23.452000+00:00,True,80.0,1335.812374,21,10,True,False,False
2026-05-23 22:53:23.652000+00:00,True,70.0,1336.062319,15,4,False,False,False
2026-05-21 00:58:06.039000+00:00,True,82.0,1405.983878,4,2,True,False,False
2026-05-21 00:40:31.377000+00:00,True,49.0,1406.27684,31,15,True,False,False
2026-05-21 00:31:37.261000+00:00,True,47.0,1406.425205,17,8,True,False,False
2026-05-20 16:42:03.514000+00:00,True,394.0,1414.251246,41,5,True,False,False
2026-05-20 03:31:24.219000+00:00,True,3385.0,1427.428828,41,5,False,False,False
2026-05-20 03:01:29.928000+00:00,True,23387.0,1427.927242,35,5,False,False,False
2026-05-20 02:13:39.254000+00:00,True,35.0,1428.724652,11,5,True,False,False
2026-05-20 01:05:55.673000+00:00,True,41.0,1429.853424,22,10,True,False,False
2026-05-19 22:31:17.194000+00:00,True,38.0,1432.430779,10,5,True,False,False
2026-05-19 03:10:04.957000+00:00,True,63.0,1451.784179,120,26,True,False,False
2026-05-19 03:00:48.098000+00:00,True,65.0,1451.938862,2,0,True,False,False
2026-05-19 02:45:22.631000+00:00,True,41.0,1452.195936,41,20,True,False,False
2026-05-19 01:45:55.570000+00:00,True,35.0,1453.186786,17,8,True,False,False
2026-05-18 23:03:00.736000+00:00,True,39.0,1455.902018,6,3,True,False,False
2026-05-18 20:17:28.080000+00:00,True,69.0,1458.661089,56,16,True,False,False
2026-05-18 19:57:52.459000+00:00,True,40.0,1458.98765,21,10,True,False,False
2026-05-18 19:52:09.863000+00:00,True,39.0,1459.082816,23,11,True,False,False
2026-05-18 02:57:33.574000+00:00,True,131.0,1475.992896,56,5,False,False,False
2026-05-18 02:13:23.844000+00:00,True,105.0,1476.728932,12,6,True,False,False
2026-05-18 01:57:36.094000+00:00,True,72.0,1476.992196,11,1,False,False,False
2026-05-17 16:59:04.518000+00:00,True,97.0,1485.967634,112,10,True,False,False
2026-05-17 16:38:57.459000+00:00,True,93.0,1486.302928,43,4,False,True,False
2026-05-17 02:32:13.026000+00:00,True,234.0,1500.415271,138,10,False,False,False
2026-05-17 01:33:56.880000+00:00,True,65.0,1501.386422,11,3,False,False,False
2026-05-17 01:12:25.235000+00:00,True,71.0,1501.745212,39,2,False,False,False
2026-05-17 00:59:33.524000+00:00,True,65.0,1501.959577,23,2,False,False,False
2026-05-17 00:57:59.429000+00:00,True,56.0,1501.985714,20,2,False,False,False
2026-05-17 00:56:51.308000+00:00,True,60.0,1502.004637,15,2,False,False,False
2026-05-17 00:56:01.473000+00:00,True,60.0,1502.01848,15,2,False,False,False
2026-05-17 00:55:29.193000+00:00,True,61.0,1502.027446,19,2,False,False,False
2026-05-17 00:55:09.662000+00:00,True,73.0,1502.032872,22,2,False,False,False
2026-05-17 00:54:34.135000+00:00,True,81.0,1502.04274,19,2,False,False,False
2026-05-17 00:54:11.226000+00:00,True,79.0,1502.049104,23,2,False,False,False
2026-05-17 00:53:35.732000+00:00,True,90.0,1502.058963,20,2,False,False,False
2026-05-17 00:50:43.121000+00:00,True,78.0,1502.106911,21,2,False,False,False
2026-05-17 00:44:04.792000+00:00,True,68.0,1502.217558,27,5,False,False,False
2026-05-17 00:39:15.392000+00:00,True,84.0,1502.297947,33,9,False,False,False
2026-05-17 00:09:53.896000+00:00,True,22.0,1502.787251,42,15,False,False,False
2026-05-16 23:47:20.424000+00:00,True,33.0,1503.163216,167,12,False,False,False
